time,open,high,low,close
1751358600,3339.68,3342.35,3338.44,3338.87
1751359500,3338.87,3340.59,3337.41,3339.48
1751360400,3339.48,3340.26,3338.16,3340.25
1751361300,3340.25,3344.96,3339.34,3342.81
1751362200,3342.81,3346.02,3342.62,3345.81
1751363100,3345.81,3348.03,3344.75,3345.72
1751364000,3345.72,3348.24,3344.3,3347.34
1751364900,3347.34,3348.65,3346.46,3346.66
1751365800,3346.66,3347.48,3345.15,3347.45
1751366700,3347.45,3349.66,3346.96,3348.61
1751367600,3348.61,3352.3,3348.31,3350.7
1751368500,3350.7,3352.24,3348.91,3351.77
1751369400,3351.77,3353.01,3346.87,3348.46
1751370300,3348.46,3350.75,3348.14,3348.94
1751371200,3348.94,3350.58,3348.3,3350.45
1751372100,3350.45,3357.05,3350.43,3352.16
1751373000,3352.16,3357.96,3349.94,3355.85
1751373900,3355.85,3357.74,3352.07,3354.53
1751374800,3354.53,3355.51,3347.63,3347.63
1751375700,3347.63,3350.22,3346,3349.61
1751376600,3349.61,3350.58,3345.49,3346.99
1751377500,3346.99,3352.54,3344.13,3351.16
1751378400,3351.16,3354.35,3347.44,3348.96
1751379300,3348.96,3352.56,3347.32,3351.55
1751380200,3351.55,3352.49,3345.83,3347.07
1751381100,3347.07,3347.52,3343.6,3345.75
1751382000,3345.75,3346.63,3342.21,3342.43
1751382900,3342.43,3343.19,3338.74,3340.43
1751383800,3340.43,3342.6,3339.51,3341.59
1751384700,3341.59,3342.28,3336.92,3340.18
1751385600,3340.18,3341.96,3339.55,3341.22
1751386500,3341.22,3342.26,3337.66,3338.21
1751387400,3338.21,3343.39,3337.49,3342.89
1751388300,3342.89,3343.28,3339.88,3341.66
1751389200,3341.66,3342.1,3338.84,3339.6
1751390100,3339.6,3340.22,3336.88,3337.6
1751391000,3337.6,3338.81,3337.09,3338.53
1751391900,3338.53,3340.76,3338.14,3339.62
1751392800,3339.62,3339.79,3337.49,3338.2
1751393700,3338.2,3338.73,3337.6,3337.88
1751394600,3337.88,3339.01,3337.21,3337.98
1751395500,3337.98,3338.45,3336.79,3337.88
1751396400,3337.88,3339.78,3336.78,3339.15
1751397300,3339.15,3340.05,3337.37,3338.18
1751398200,3338.18,3338.88,3337.21,3337.83
1751399100,3337.83,3338.94,3337.59,3338
1751400000,3338,3338.5,3336.88,3337.42
1751400900,3337.42,3338.56,3336.79,3337.95
1751401800,3337.95,3340.26,3337.93,3340.23
1751402700,3340.23,3340.25,3338.1,3338.32
1751407200,3338.32,3340.7,3336.81,3338.85
1751408100,3338.85,3343.2,3338.01,3342.17
1751409000,3342.17,3343.7,3341.85,3343.03
1751409900,3343.03,3343.23,3340.72,3341.55
1751410800,3341.55,3341.82,3336.91,3339.06
1751411700,3339.06,3340.27,3338.28,3340.23
1751412600,3340.23,3341.5,3338.22,3338.68
1751413500,3338.68,3339.25,3336.71,3338.05
1751414400,3338.05,3344.98,3334.26,3343.27
1751415300,3343.27,3344.2,3337.58,3339.05
1751416200,3339.05,3339.66,3335.81,3336.61
1751417100,3336.61,3338.93,3336.57,3338.87
1751418000,3338.87,3342.86,3335.11,3335.56
1751418900,3335.56,3337.63,3332.23,3335.2
1751419800,3335.2,3335.77,3330.85,3333.07
1751420700,3333.07,3333.35,3330.85,3332.09
1751421600,3332.09,3333.15,3328.43,3330.11
1751422500,3330.11,3331.49,3329.16,3330.88
1751423400,3330.88,3333.93,3330.03,3333.51
1751424300,3333.51,3338.13,3333.44,3336.62
1751425200,3336.62,3338.26,3334.75,3337.67
1751426100,3337.67,3340.46,3336.45,3339.27
1751427000,3339.27,3340.06,3338.3,3339.7
1751427900,3339.7,3341.99,3337.89,3339.85
1751428800,3339.85,3342.02,3339.53,3340.01
1751429700,3340.01,3341.43,3339.62,3339.9
1751430600,3339.9,3340.68,3339.66,3339.96
1751431500,3339.96,3341.34,3339.53,3339.97
1751432400,3339.97,3340.76,3338.11,3340.09
1751433300,3340.09,3343.18,3339.54,3342.85
1751434200,3342.85,3343.77,3336.3,3337.32
1751435100,3337.32,3338.97,3336.93,3338.78
1751436000,3338.78,3339.29,3336.74,3337.16
1751436900,3337.16,3337.66,3332.95,3335.64
1751437800,3335.64,3335.68,3331.89,3332.95
1751438700,3332.95,3333.81,3329.79,3333.4
1751439600,3333.4,3333.41,3327.96,3331.68
1751440500,3331.68,3332,3327.54,3330.04
1751441400,3330.04,3331.48,3327.84,3329.86
1751442300,3329.86,3336.79,3329.86,3334.64
1751443200,3334.64,3335.87,3332.99,3335.61
1751444100,3335.61,3337.83,3335.34,3336.65
1751445000,3336.65,3337.91,3334.87,3336.17
1751445900,3336.17,3337.17,3332.76,3333.36
1751446800,3333.36,3336.51,3332.92,3336.36
1751447700,3336.36,3339.29,3336.36,3338.95
1751448600,3338.95,3341.72,3337.93,3339.4
1751449500,3339.4,3342.25,3338.86,3341.61
1751450400,3341.61,3344.43,3341.57,3341.85
1751451300,3341.85,3343.13,3340.49,3343.06
1751452200,3343.06,3345.07,3342.62,3343.62
1751453100,3343.62,3345.62,3343.09,3344.26
1751454000,3344.26,3347.69,3343.92,3344.89
1751454900,3344.89,3345.09,3341.45,3343.88
1751455800,3343.88,3344.92,3341.57,3342.43
1751456700,3342.43,3342.43,3339.66,3342.22
1751457600,3342.22,3343.01,3337.18,3337.18
1751458500,3337.18,3350.42,3336.72,3346.49
1751459400,3346.49,3349.21,3342.89,3347.9
1751460300,3347.9,3351.07,3346.26,3346.62
1751461200,3346.62,3346.62,3342.02,3344.72
1751462100,3344.72,3345.69,3341.33,3344.92
1751463000,3344.92,3345.47,3339.23,3343.97
1751463900,3343.97,3344.13,3334.88,3337.32
1751464800,3337.32,3338.38,3334.26,3334.7
1751465700,3334.7,3339.43,3333.79,3337.9
1751466600,3337.9,3340.64,3336.95,3340.4
1751467500,3340.4,3343.47,3338.96,3342.93
1751468400,3342.93,3343.76,3340.19,3342.33
1751469300,3342.33,3343.29,3338.59,3341.93
1751470200,3341.93,3343.2,3340.12,3341.29
1751471100,3341.29,3343.14,3339.65,3340.91
1751472000,3340.91,3347.08,3340.81,3346.11
1751472900,3346.11,3348.12,3345.61,3345.85
1751473800,3345.85,3348.27,3344.17,3347.28
1751474700,3347.28,3349.21,3346.68,3348.59
1751475600,3348.59,3350.53,3348.07,3348.32
1751476500,3348.32,3349.19,3347.27,3348.71
1751477400,3348.71,3349.65,3347.39,3348.24
1751478300,3348.24,3349.86,3347.54,3349.67
1751479200,3349.67,3351.74,3348.45,3351.41
1751480100,3351.41,3352.63,3351.21,3352.04
1751481000,3352.04,3352.52,3351.35,3351.72
1751481900,3351.72,3355.11,3351.53,3354.89
1751482800,3354.89,3357.16,3354.82,3356.07
1751483700,3356.07,3356.64,3354.53,3356.02
1751484600,3356.02,3356.89,3355.46,3356.67
1751485500,3356.67,3359.53,3356.47,3358.14
1751486400,3358.14,3360.05,3357.35,3358.58
1751487300,3358.58,3358.97,3357.65,3358.1
1751488200,3358.1,3358.83,3355.45,3355.59
1751489100,3355.59,3357.52,3355.59,3357.33
1751493600,3357.33,3360.69,3356.95,3360.33
1751494500,3360.33,3365.56,3360.21,3364.54
1751495400,3364.54,3365.11,3362.22,3362.7
1751496300,3362.7,3363.42,3361.44,3361.8
1751497200,3361.8,3362.16,3355.22,3355.39
1751498100,3355.39,3355.66,3348.7,3350.27
1751499000,3350.27,3352.13,3348.99,3350.67
1751499900,3350.67,3351.33,3348.77,3349.26
1751500800,3349.26,3349.81,3344.78,3345.92
1751501700,3345.92,3347.7,3344.98,3346.41
1751502600,3346.41,3346.51,3344.3,3344.71
1751503500,3344.71,3346.24,3343.42,3344.59
1751504400,3344.59,3346.08,3341.84,3345.8
1751505300,3345.8,3347.12,3341.8,3343.47
1751506200,3343.47,3348.16,3342.55,3345.94
1751507100,3345.94,3346.31,3343.97,3345.97
1751508000,3345.97,3349.12,3345.69,3347.58
1751508900,3347.58,3348.21,3346.21,3347.04
1751509800,3347.04,3348.87,3346.71,3347.73
1751510700,3347.73,3351.32,3347.36,3350.9
1751511600,3350.9,3351.39,3348.81,3349.11
1751512500,3349.11,3349.24,3345.71,3347.13
1751513400,3347.13,3348.29,3346.7,3347.79
1751514300,3347.79,3347.98,3345.39,3347.37
1751515200,3347.37,3349.42,3347.36,3348.88
1751516100,3348.88,3350.57,3348.86,3349.3
1751517000,3349.3,3349.8,3348.6,3349.11
1751517900,3349.11,3351.76,3348.92,3350.7
1751518800,3350.7,3352.73,3350.04,3352.65
1751519700,3352.65,3354.1,3352.49,3352.75
1751520600,3352.75,3353.34,3350.91,3352.52
1751521500,3352.52,3360.36,3352.36,3359.33
1751522400,3359.33,3363.66,3358.3,3358.62
1751523300,3358.62,3361.01,3356.98,3359.98
1751524200,3359.98,3360.7,3356.53,3356.69
1751525100,3356.69,3361.95,3356.24,3361.78
1751526000,3361.78,3362.93,3356.86,3357.06
1751526900,3357.06,3358.21,3354.21,3356.24
1751527800,3356.24,3359.26,3355.07,3355.44
1751528700,3355.44,3355.82,3352.47,3352.99
1751529600,3352.99,3353.75,3352.47,3353.24
1751530500,3353.24,3355.17,3351.56,3355.04
1751531400,3355.04,3358.08,3353.68,3357.38
1751532300,3357.38,3358.3,3355.73,3356.09
1751533200,3356.09,3356.24,3352.45,3353.03
1751534100,3353.03,3353.41,3349.82,3350.39
1751535000,3350.39,3350.9,3344.66,3344.83
1751535900,3344.83,3347.29,3343.75,3345.6
1751536800,3345.6,3347.23,3344.72,3346.33
1751537700,3346.33,3349.62,3346.03,3349.39
1751538600,3349.39,3353.75,3348.92,3353.25
1751539500,3353.25,3355.46,3352.74,3353.13
1751540400,3353.13,3353.74,3347.87,3347.88
1751541300,3347.88,3348.83,3346.92,3347.73
1751542200,3347.73,3347.93,3344.55,3345.82
1751543100,3345.82,3346.57,3342.97,3345.91
1751544000,3345.91,3348.02,3342.94,3347.64
1751544900,3347.64,3352.31,3347.51,3349.05
1751545800,3349.05,3349.05,3311.53,3312.04
1751546700,3312.04,3325.63,3311.66,3324.35
1751547600,3324.35,3330.68,3321.95,3327.96
1751548500,3327.96,3334.07,3327.09,3332.09
1751549400,3332.09,3338.39,3330.48,3337.18
1751550300,3337.18,3337.47,3331.29,3331.52
1751551200,3331.52,3334.62,3326.37,3331.36
1751552100,3331.36,3332.2,3323.4,3327.58
1751553000,3327.58,3331.34,3325.62,3326.05
1751553900,3326.05,3329.15,3323.53,3324.56
1751554800,3324.56,3328.87,3323.02,3327.43
1751555700,3327.43,3331.39,3327.2,3329.19
1751556600,3329.19,3330.07,3326.8,3327.66
1751557500,3327.66,3328.44,3326.33,3327.94
1751558400,3327.94,3328.59,3326.37,3326.67
1751559300,3326.67,3328.52,3325.65,3328.49
1751560200,3328.49,3332.62,3328.44,3332.11
1751561100,3332.11,3334.67,3331.9,3333.87
1751562000,3333.87,3334.81,3332.76,3333.45
1751562900,3333.45,3334,3332.28,3332.44
1751563800,3332.44,3332.68,3328.84,3330.23
1751564700,3330.23,3330.49,3328.79,3329.04
1751565600,3329.04,3329.07,3327.94,3328.24
1751566500,3328.24,3329.31,3327.86,3329.09
1751567400,3329.09,3329.38,3328.34,3328.64
1751568300,3328.64,3330.15,3328.63,3328.97
1751569200,3328.97,3329.14,3326.92,3328.03
1751570100,3328.03,3329.09,3327.94,3328.65
1751571000,3328.65,3329.44,3328.33,3328.85
1751571900,3328.85,3329.11,3328.19,3328.67
1751572800,3328.67,3328.87,3326.54,3326.6
1751573700,3326.6,3327.25,3325.71,3326.7
1751574600,3326.7,3327.35,3326.11,3327.11
1751575500,3327.11,3327.17,3325.22,3325.66
1751580000,3325.66,3326.31,3323.47,3324.35
1751580900,3324.35,3325.3,3323.89,3325.01
1751581800,3325.01,3327.89,3324.91,3327.65
1751582700,3327.65,3329.57,3326.94,3329.01
1751583600,3329.01,3330.35,3328.36,3330.34
1751584500,3330.34,3331.4,3329.1,3330.61
1751585400,3330.61,3331.89,3329.4,3331.77
1751586300,3331.77,3331.95,3329.39,3330.82
1751587200,3330.82,3331.06,3326.17,3326.37
1751588100,3326.37,3329.02,3325.75,3328.31
1751589000,3328.31,3329.44,3327.89,3328.7
1751589900,3328.7,3330.68,3328.32,3328.88
1751590800,3328.88,3329.65,3326.35,3329.44
1751591700,3329.44,3334.35,3329.39,3332.42
1751592600,3332.42,3332.74,3327.89,3331.03
1751593500,3331.03,3332,3329.12,3330.04
1751594400,3330.04,3331.18,3328.77,3330.38
1751595300,3330.38,3331.86,3329.45,3331.44
1751596200,3331.44,3332.4,3328.8,3329.71
1751597100,3329.71,3329.97,3327.02,3327.29
1751598000,3327.29,3329.35,3326.06,3329.33
1751598900,3329.33,3332.99,3328.94,3332.79
1751599800,3332.79,3337.85,3332.76,3337.63
1751600700,3337.63,3338.99,3336.85,3338.31
1751601600,3338.31,3340.32,3337.87,3340
1751602500,3340,3342.21,3339.81,3340.66
1751603400,3340.66,3341.78,3339.95,3341.35
1751604300,3341.35,3341.55,3339.16,3340.7
1751605200,3340.7,3342.15,3340.7,3341.53
1751606100,3341.53,3341.91,3340.29,3340.3
1751607000,3340.3,3340.66,3338.37,3339.14
1751607900,3339.14,3340.51,3338.62,3339.48
1751608800,3339.48,3344.86,3339.07,3341.69
1751609700,3341.69,3345.02,3341.3,3344.07
1751610600,3344.07,3344.07,3341.97,3342.28
1751611500,3342.28,3342.96,3341.88,3342.54
1751612400,3342.54,3343.66,3337.66,3338.82
1751613300,3338.82,3340.09,3336.32,3337.34
1751614200,3337.34,3342.42,3337.02,3341.43
1751615100,3341.43,3343.25,3340.77,3342.81
1751616000,3342.81,3344.01,3340.7,3341.77
1751616900,3341.77,3344.04,3341.68,3342.73
1751617800,3342.73,3344.04,3341.62,3342.88
1751618700,3342.88,3343.84,3341.49,3342.65
1751619600,3342.65,3342.87,3339.37,3339.77
1751620500,3339.77,3342.09,3338.05,3338.07
1751621400,3338.07,3338.5,3332.82,3334.29
1751622300,3334.29,3336.87,3333.81,3334.49
1751623200,3334.49,3335.9,3334.07,3335.04
1751624100,3335.04,3336.16,3333.25,3334.25
1751625000,3334.25,3335.82,3331.46,3334.36
1751625900,3334.36,3338.11,3334.08,3336.73
1751626800,3336.73,3336.99,3335.09,3335.68
1751627700,3335.68,3337.41,3335.14,3337.25
1751628600,3337.25,3337.82,3336.16,3336.52
1751629500,3336.52,3337.16,3334.31,3334.56
1751630400,3334.56,3337.71,3333.73,3336.42
1751631300,3336.42,3337.2,3334.08,3335.06
1751632200,3335.06,3336.94,3332.08,3332.94
1751633100,3332.94,3335.13,3331.38,3333.84
1751634000,3333.84,3335.6,3332.21,3333.67
1751634900,3333.67,3334.89,3333.21,3334.01
1751635800,3334.01,3337.72,3333.65,3337.68
1751636700,3337.68,3337.93,3333.46,3333.76
1751637600,3333.76,3334.07,3331.5,3331.63
1751638500,3331.63,3334.15,3331.44,3333.7
1751639400,3333.7,3334.06,3330.92,3331.47
1751640300,3331.47,3333.84,3330.77,3333.18
1751641200,3333.18,3333.89,3331.53,3332.91
1751642100,3332.91,3333.16,3331.81,3332.16
1751643000,3332.16,3332.99,3330.75,3332.91
1751643900,3332.91,3333.37,3331.99,3332.38
1751644800,3332.38,3333.54,3332.23,3332.97
1751645700,3332.97,3334.26,3332.74,3333.76
1751646600,3333.76,3335.88,3333.67,3334.93
1751647500,3334.93,3337.44,3334.56,3336.69
1751648400,3336.69,3337.11,3335.56,3335.8
1751649300,3335.8,3336.3,3335.34,3336.24
1751655600,3336.24,3336.24,3336.18,3336.18
1751656500,3336.18,3336.24,3336.15,3336.19
1751657400,3336.19,3336.31,3336.15,3336.21
1751658300,3336.21,3336.32,3336.21,3336.32
1751659200,3336.32,3336.32,3335.9,3336.23
1751839200,3336.23,3342.7,3335.4,3338.09
1751840100,3338.09,3338.09,3333,3333.62
1751841000,3333.62,3336.12,3333.29,3334.4
1751841900,3334.4,3334.58,3332.28,3333.35
1751842800,3333.35,3334.46,3330.79,3331.27
1751843700,3331.27,3331.5,3329.07,3330.75
1751844600,3330.75,3330.75,3326.72,3327.92
1751845500,3327.92,3328.93,3326.19,3328.81
1751846400,3328.81,3329.69,3323.08,3325.24
1751847300,3325.24,3325.98,3322.25,3323.81
1751848200,3323.81,3325.18,3321.65,3324.9
1751849100,3324.9,3326.47,3323.83,3326.47
1751850000,3326.47,3327.69,3310.52,3311.02
1751850900,3311.02,3314.36,3306.6,3312.13
1751851800,3312.13,3318.89,3311.94,3317.05
1751852700,3317.05,3320,3315.79,3316.49
1751853600,3316.49,3317.72,3312.39,3315.04
1751854500,3315.04,3316.29,3312.62,3314.61
1751855400,3314.61,3315.44,3308.06,3309.5
1751856300,3309.5,3310.01,3305.91,3308.78
1751857200,3308.78,3312.96,3307.05,3312.07
1751858100,3312.07,3315.26,3311.41,3313.01
1751859000,3313.01,3314,3309.76,3310.27
1751859900,3310.27,3311.5,3309.73,3310.93
1751860800,3310.93,3312.23,3308.78,3311.34
1751861700,3311.34,3312.28,3305.17,3307.38
1751862600,3307.38,3309.38,3305.09,3305.36
1751863500,3305.36,3308.67,3305.3,3307.65
1751864400,3307.65,3311.68,3306.9,3311.15
1751865300,3311.15,3312.23,3307.6,3309.11
1751866200,3309.11,3313.43,3307.84,3310.66
1751867100,3310.66,3315.13,3310.54,3313.27
1751868000,3313.27,3315.18,3311.55,3314.4
1751868900,3314.4,3314.43,3309.38,3311.97
1751869800,3311.97,3312.62,3308.23,3311.81
1751870700,3311.81,3312.1,3308.93,3309.86
1751871600,3309.86,3313.19,3305.69,3311
1751872500,3311,3312.66,3308.9,3311.96
1751873400,3311.96,3312,3306.62,3306.66
1751874300,3306.66,3306.66,3300.55,3302.13
1751875200,3302.13,3306.95,3301.12,3306.95
1751876100,3306.95,3310.61,3306.51,3310.43
1751877000,3310.43,3312.76,3309.69,3310.28
1751877900,3310.28,3310.96,3308.24,3310.1
1751878800,3310.1,3311.81,3309.53,3310.14
1751879700,3310.14,3310.47,3307.45,3307.46
1751880600,3307.46,3309.55,3306.05,3308.94
1751881500,3308.94,3310.48,3307.43,3308.88
1751882400,3308.88,3310.21,3307.78,3309.64
1751883300,3309.64,3310.65,3308,3308.24
1751884200,3308.24,3308.8,3297.36,3298.4
1751885100,3298.4,3304.1,3296.26,3302.02
1751886000,3302.02,3307.44,3299.92,3304.37
1751886900,3304.37,3305.16,3301.42,3302.17
1751887800,3302.17,3303.14,3299.65,3300.81
1751888700,3300.81,3305.83,3300.22,3301.8
1751889600,3301.8,3304.6,3301.58,3302.84
1751890500,3302.84,3307.78,3300.27,3302.68
1751891400,3302.68,3310.68,3302.01,3307.91
1751892300,3307.91,3312.7,3307.74,3309.5
1751893200,3309.5,3311.17,3306.56,3307.36
1751894100,3307.36,3312.44,3307.08,3311.63
1751895000,3311.63,3312.11,3306.05,3311.27
1751895900,3311.27,3317.02,3310.08,3316.48
1751896800,3316.48,3318.61,3313.13,3316.98
1751897700,3316.98,3319.12,3314.14,3314.64
1751898600,3314.64,3319.79,3314.26,3319.51
1751899500,3319.51,3321.29,3317.64,3317.9
1751900400,3317.9,3319.53,3316.06,3318.35
1751901300,3318.35,3320.06,3317.23,3318.65
1751902200,3318.65,3321.47,3318.65,3320.99
1751903100,3320.99,3322,3320.36,3320.73
1751904000,3320.73,3322.87,3320.08,3322.63
1751904900,3322.63,3326.86,3321.2,3324.64
1751905800,3324.64,3327.66,3323.47,3326.2
1751906700,3326.2,3327.99,3325.46,3327.31
1751907600,3327.31,3332.46,3327.27,3331.19
1751908500,3331.19,3333.84,3331.07,3332.34
1751909400,3332.34,3335.74,3330.41,3333.59
1751910300,3333.59,3333.93,3331.87,3331.95
1751911200,3331.95,3332.33,3328.88,3330.12
1751912100,3330.12,3330.78,3328.4,3330.13
1751913000,3330.13,3335.01,3330.1,3334.9
1751913900,3334.9,3335.69,3332.89,3334.26
1751914800,3334.26,3338.36,3334.19,3338.06
1751915700,3338.06,3338.93,3336.41,3338.39
1751916600,3338.39,3340.23,3337.25,3339.57
1751917500,3339.57,3340.34,3336.45,3337.06
1751918400,3337.06,3337.38,3335.31,3336.68
1751919300,3336.68,3337.35,3335.92,3336.39
1751920200,3336.39,3336.68,3335.55,3336.11
1751921100,3336.11,3337.97,3336.11,3336.79
1751925600,3336.79,3344.94,3336.79,3344.3
1751926500,3344.3,3345.74,3341.12,3342.13
1751927400,3342.13,3342.81,3339.54,3339.64
1751928300,3339.64,3340.89,3338.82,3339.71
1751929200,3339.71,3340.07,3335.15,3337.13
1751930100,3337.13,3337.61,3334.04,3336.14
1751931000,3336.14,3337.31,3335.56,3336.68
1751931900,3336.68,3336.83,3333.8,3334.55
1751932800,3334.55,3337.13,3332.83,3336.17
1751933700,3336.17,3337.16,3331.68,3332.61
1751934600,3332.61,3333.89,3331.05,3333.61
1751935500,3333.61,3335.31,3332.73,3334.19
1751936400,3334.19,3335.6,3329.61,3331.43
1751937300,3331.43,3335.46,3330.28,3333.89
1751938200,3333.89,3336.92,3332.3,3334.61
1751939100,3334.61,3336.31,3332.32,3334.75
1751940000,3334.75,3336.23,3332.73,3333.91
1751940900,3333.91,3336.08,3333.49,3335.85
1751941800,3335.85,3336.29,3333.54,3335.55
1751942700,3335.55,3338,3333.7,3334.38
1751943600,3334.38,3335.4,3331,3332.13
1751944500,3332.13,3332.16,3329.54,3331.62
1751945400,3331.62,3332.04,3330.6,3330.72
1751946300,3330.72,3333.06,3330.45,3331.42
1751947200,3331.42,3332.77,3329.79,3330.88
1751948100,3330.88,3331.32,3329.35,3329.79
1751949000,3329.79,3331.41,3329.11,3330.54
1751949900,3330.54,3330.71,3327.32,3329.6
1751950800,3329.6,3333.63,3329.51,3333.63
1751951700,3333.63,3336.51,3333.4,3335.56
1751952600,3335.56,3336.49,3334.2,3334.44
1751953500,3334.44,3336.01,3333.29,3333.88
1751954400,3333.88,3334.95,3331.19,3332.11
1751955300,3332.11,3334.92,3330.61,3334.57
1751956200,3334.57,3334.97,3333.16,3334.06
1751957100,3334.06,3335.95,3332.49,3335.66
1751958000,3335.66,3339.45,3335.65,3337.85
1751958900,3337.85,3338.25,3332.65,3332.95
1751959800,3332.95,3333.56,3330.41,3332.68
1751960700,3332.68,3335.55,3331.98,3333.91
1751961600,3333.91,3333.91,3326.02,3327.82
1751962500,3327.82,3328.9,3324.33,3328.49
1751963400,3328.49,3329.6,3325.48,3326.45
1751964300,3326.45,3327.09,3323.16,3323.59
1751965200,3323.59,3325.37,3322.83,3324.28
1751966100,3324.28,3326.74,3323.01,3324.79
1751967000,3324.79,3326.12,3321.55,3324.1
1751967900,3324.1,3324.72,3321.03,3321.95
1751968800,3321.95,3324.76,3321.74,3323.82
1751969700,3323.82,3324.11,3320.38,3323.33
1751970600,3323.33,3326.17,3322.49,3325.66
1751971500,3325.66,3327.05,3324.47,3324.55
1751972400,3324.55,3325.44,3323.3,3324.01
1751973300,3324.01,3327.45,3323,3324.73
1751974200,3324.73,3325.97,3319.82,3320.86
1751975100,3320.86,3325.13,3320.33,3324.93
1751976000,3324.93,3329.55,3324.66,3329.29
1751976900,3329.29,3329.63,3325.16,3327.2
1751977800,3327.2,3329.78,3326.1,3326.13
1751978700,3326.13,3328.71,3325.83,3328.13
1751979600,3328.13,3328.6,3320.05,3322.27
1751980500,3322.27,3326.28,3318.76,3325.53
1751981400,3325.53,3326.89,3321.01,3321.64
1751982300,3321.64,3322.44,3314.73,3315.1
1751983200,3315.1,3315.81,3305.15,3305.93
1751984100,3305.93,3307.6,3300.69,3304.96
1751985000,3304.96,3304.98,3294.84,3297.61
1751985900,3297.61,3299.4,3294.25,3296.42
1751986800,3296.42,3298.3,3286.95,3291.5
1751987700,3291.5,3297.32,3288.81,3296.48
1751988600,3296.48,3297.88,3294.7,3297
1751989500,3297,3300.23,3296.89,3298.05
1751990400,3298.05,3299.25,3296.49,3297.35
1751991300,3297.35,3301.32,3296.4,3299.85
1751992200,3299.85,3300.06,3295.77,3297.96
1751993100,3297.96,3301.6,3295.92,3300.47
1751994000,3300.47,3306.95,3299.3,3303.99
1751994900,3303.99,3310.35,3303.5,3308.03
1751995800,3308.03,3308.86,3305.78,3306.21
1751996700,3306.21,3307.73,3304.42,3306.29
1751997600,3306.29,3308.12,3304.93,3305
1751998500,3305,3306.28,3300.53,3301.64
1751999400,3301.64,3305.28,3300.51,3304.67
1752000300,3304.67,3306.73,3304.59,3305.24
1752001200,3305.24,3306.07,3302.87,3303.86
1752002100,3303.86,3304.31,3303.02,3303.24
1752003000,3303.24,3305,3303.2,3304.88
1752003900,3304.88,3305.73,3302.27,3302.83
1752004800,3302.83,3303.68,3301.27,3303.45
1752005700,3303.45,3303.56,3301.99,3302.08
1752006600,3302.08,3302.82,3300.76,3301.53
1752007500,3301.53,3301.89,3299.31,3301.16
1752012000,3301.16,3304.02,3301.16,3303.53
1752012900,3303.53,3304.02,3300.51,3301.76
1752013800,3301.76,3302.83,3300.9,3301.77
1752014700,3301.77,3302.25,3300.28,3301.48
1752015600,3301.48,3303.52,3300.84,3303.13
1752016500,3303.13,3303.91,3301.3,3301.32
1752017400,3301.32,3301.32,3297.1,3298.13
1752018300,3298.13,3302.61,3297.26,3302.2
1752019200,3302.2,3307.93,3301.72,3304.91
1752020100,3304.91,3306.27,3303.38,3304.63
1752021000,3304.63,3306.45,3304.05,3305.84
1752021900,3305.84,3307.07,3305.08,3307.07
1752022800,3307.07,3307.07,3301.07,3302.89
1752023700,3302.89,3307.1,3302.32,3306.18
1752024600,3306.18,3307.2,3303.37,3303.37
1752025500,3303.37,3303.38,3299.22,3301.75
1752026400,3301.75,3302.82,3299.5,3300.99
1752027300,3300.99,3302.75,3298.58,3302.58
